Camera_number,Cluster_number,Location,Apple_variety,Temperature,Date,Time,Taxanomic_group,Groups,On_flower,Comments,Comments_picture,Photo_s/s,Feil tid
1,1,Berle,Aroma,26,23.05.23,16:52:00,Honeybee,Apis,N,,,,
1,1,Berle,Aroma,23,23.05.23,17:54:00,Honeybee,Apis,N,,,,
1,1,Berle,Aroma,14,24.05.23,06:09:00,Fly,Diptera,N,,,,
1,1,Berle,Aroma,24,24.05.23,08:05:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Aroma,23,24.05.23,09:45:00,Honeybee,Apis,N,,,,
1,1,Berle,Aroma,21,24.05.23,10:39:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,22,25.05.23,12:54:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,25.05.23,11:07:00,Unkown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,25.05.23,12:51:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,22,25.05.23,12:59:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,25.05.23,13:24:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,23,25.05.23,13:36:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,24,25.05.23,13:55:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,24,25.05.23,14:01:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,24,25.05.23,14:19:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,24,25.05.23,14:22:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,25,25.05.23,14:59:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,27,25.05.23,15:55:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,28,25.05.23,16:43:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,28,25.05.23,16:44:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,28,25.05.23,16:45:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,28,25.05.23,17:09:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,28,25.05.23,17:29:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,28,25.05.23,17:32:00,Other,Other,N,,,,
1,2,Berle,Aroma,27,25.05.23,17:46:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,26.05.23,09:02:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,26.05.23,11:05:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,21,26.05.23,12:02:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,26.05.23,12:11:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,26.05.23,12:29:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,26.05.23,12:34:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,21,26.05.23,12:45:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,21,26.05.23,12:52:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,26.05.23,12:52:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,26.05.23,12:59:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,22,26.05.23,13:00:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,26.05.23,13:01:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,22,26.05.23,13:21:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,23,26.05.23,14:16:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,24,26.05.23,14:37:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,24,26.05.23,14:37:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,24,26.05.23,14:47:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,24,26.05.23,14:50:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,25,26.05.23,14:58:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,26,26.05.23,15:12:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,27,26.05.23,15:33:00,Solitary_bee,SolitaryBee,Y,,,,
1,2,Berle,Aroma,27,26.05.23,15:41:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,27,26.05.23,15:42:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,28,26.05.23,15:55:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,29,26.05.23,16:08:00,Solitary_bee,SolitaryBee,Y,Only individual flower visits registered,,6635-6639 ,
1,2,Berle,Aroma,29,26.05.23,16:10:00,Solitary_bee,SolitaryBee,Y,Only individual flower visits registered,,,
1,2,Berle,Aroma,28,26.05.23,16:52:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,28,26.05.23,17:01:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,27,26.05.23,17:10:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,27,26.05.23,17:11:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,27,26.05.23,17:17:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,27,26.05.23,17:23:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,26,26.05.23,17:33:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,26,26.05.23,17:40:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,26,26.05.23,17:44:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,25,26.05.23,17:50:00,Solitary_bee,SolitaryBee,Y,"One visit, but on two photos",,6737-6738,
1,2,Berle,Aroma,25,26.05.23,17:51:00,Unknown_bee,Unknown_bee,Y,Not sure if it is a bee,,,
1,2,Berle,Aroma,16,26.05.23,20:49:00,Fly,Diptera,N,,,6916-6917,
1,2,Berle,Aroma,7,27.05.23,03:52:00,Other,Other,N,,,7339-7340,
1,2,Berle,Aroma,7,27.05.23,03:57:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,7,27.05.23,04:15:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,6,27.05.23,04:20:00,Fly,Diptera,N,Several photos,,7367-7373,
1,2,Berle,Aroma,10,27.05.23,06:25:00,Other,Other,N,,,,
1,2,Berle,Aroma,14,27.05.23,08:08:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,17,27.05.23,08:48:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,21,27.05.23,09:23:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,27.05.23,09:52:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,27.05.23,09:52:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,21,27.05.23,09:57:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,27.05.23,10:27:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,27.05.23,10:33:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,22,27.05.23,11:03:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,27.05.23,11:53:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,27.05.23,12:02:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,21,27.05.23,12:07:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,20,27.05.23,12:17:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,20,27.05.23,12:17:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,27.05.23,12:37:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,27.05.23,12:51:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,27.05.23,13:07:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,21,27.05.23,13:23:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,21,27.05.23,13:31:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,27.05.23,13:52:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,27.05.23,13:57:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,27.05.23,14:22:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,22,27.05.23,14:23:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,23,27.05.23,14:34:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,27.05.23,15:12:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,24,27.05.23,15:28:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,24,27.05.23,15:47:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,27.05.23,16:00:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,23,27.05.23,16:07:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,13,27.05.23,22:52:00,Araneae,Other,N,,,,
1,2,Berle,Aroma,12,27.05.23,23:26:00,Fly,Diptera,N,2 photos,,8512-8513,
1,2,Berle,Aroma,9,28.05.23,04:03:00,Fly,Diptera,Y,and present in photo 8797,,8789-8791,
1,2,Berle,Aroma,8,28.05.23,04:24:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,25,28.05.23,08:36:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,25,28.05.23,09:11:00,Fly,Diptera,Y,,,,
1,2,Berle,Aroma,23,28.05.23,10:37:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,23,28.05.23,10:38:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,23,28.05.23,10:52:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,21,28.05.23,11:54:00,Fly,Diptera,N,,,9260-9269,
1,2,Berle,Aroma,21,28.05.23,11:59:00,Other,Other,N,,,,
1,2,Berle,Aroma,21,28.05.23,12:10:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,28.05.23,12:25:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,28.05.23,13:18:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,23,28.05.23,13:57:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,24,28.05.23,14:52:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,25,28.05.23,14:53:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,25,28.05.23,14:53:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,26,28.05.23,15:53:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,27,28.05.23,16:14:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,27,28.05.23,16:19:00,Fly,Diptera,Y,,,,
1,2,Berle,Aroma,26,28.05.23,16:20:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,26,28.05.23,16:23:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,24,28.05.23,16:46:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,25,28.05.23,17:29:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,14,28.05.23,20:43:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,13,28.05.23,21:12:00,Fly,Diptera,N,,,9818-9904,
1,2,Berle,Aroma,13,28.05.23,21:12:00,Fly,Diptera,N,,,"9818-9999 continues 0001, 0208, 0226, 0284, ",
1,2,Berle,Aroma,8,29.05.23,03:59:00,Fly,Diptera,N,,,0226 og 0284,
1,2,Berle,Aroma,19,29.05.23,11:51:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,20,29.05.23,12:31:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,29.05.23,12:54:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,21,29.05.23,13:16:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,21,29.05.23,13:28:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,22,29.05.23,14:15:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,29.05.23,14:39:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,22,29.05.23,14:43:00,Unknown_bee,Unknown_bee,N,,,,
1,2,Berle,Aroma,22,29.05.23,14:52:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,19,29.05.23,17:14:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,17,29.05.23,20:26:00,Fly,Diptera,N,,,,
1,2,Berle,Aroma,14,29.05.23,22:36:00,Other,Other,N,present several photos,,1342-1344,
1,2,Berle,Aroma,24,30.05.23,08:16:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,25,30.05.23,08:27:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,25,30.05.23,08:37:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,25,30.05.23,09:55:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,22,30.05.23,11:21:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,21,30.05.23,12:00:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,21,30.05.23,12:23:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,23,30.05.23,13:09:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,22,30.05.23,13:16:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,23,30.05.23,14:26:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,23,30.05.23,14:29:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,23,30.05.23,14:44:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,26,30.05.23,15:23:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,26,30.05.23,15:25:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,27,30.05.23,15:34:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,27,30.05.23,15:44:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,28,30.05.23,15:51:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,29,30.05.23,16:44:00,Unknown_bee,Unknown_bee,Y,,,,
1,2,Berle,Aroma,29,30.05.23,16:55:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,29,30.05.23,17:14:00,Honeybee,Apis,N,,,,
1,2,Berle,Aroma,29,30.05.23,17:15:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,28,30.05.23,17:42:00,Honeybee,Apis,Y,,,,
1,2,Berle,Aroma,27,30.05.23,17:52:00,Honeybee,Apis,Y,,,,
1,3,Berle,Aroma,12,31.05.23,00:20:00,Hemiptera,Other,N,Sikade?,103WSCT_1958,1958-1959,
1,3,Berle,Aroma,11,31.05.23,00:32:00,Other,Other,N,,,"1970, 1971, 1981, 1982, 2049",
1,3,Berle,Aroma,7,31.05.23,04:33:00,Other,Other,N,,,,
1,3,Berle,Aroma,25,31.05.23,08:52:00,Honeybee,Apis,Y,,,,
1,3,Berle,Aroma,25,31.05.23,09:11:00,Other,Other,Y,oPossible Neuroptera Or larvae,,2489-2491,
1,1,Berle,Discovery,29,23.05.23,16:54:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,29,23.05.23,17:04:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,30,23.05.23,17:11:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,30,23.05.23,17:12:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,30,23.05.23,17:12:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Discovery,29,23.05.23,17:22:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,29,23.05.23,17:23:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,29,23.05.23,17:27:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,29,23.05.23,17:29:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,28,23.05.23,17:32:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Discovery,28,23.05.23,17:33:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Discovery,28,23.05.23,17:34:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,23.05.23,17:38:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,27,23.05.23,17:39:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,23.05.23,17:42:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,23.05.23,17:44:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Discovery,24,23.05.23,17:52:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,24,23.05.23,17:52:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,24,23.05.23,17:53:00,Fly,Diptera,Y,,,,
1,1,Berle,Discovery,23,23.05.23,18:09:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,23,23.05.23,18:19:00,Ant,Other,Y,,,,
1,1,Berle,Discovery,23,23.05.23,18:24:00,Ant,Other,N,,,,
1,1,Berle,Discovery,23,23.05.23,18:25:00,Ant,Other,N,,,,
1,1,Berle,Discovery,23,23.05.23,18:27:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,23,23.05.23,18:28:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,23,23.05.23,18:29:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,22,23.05.23,18:30:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,22,23.05.23,18:31:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,22,23.05.23,18:34:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,21,23.05.23,18:43:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,21,23.05.23,18:45:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,20,23.05.23,18:56:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,19,23.05.23,19:00:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,19,23.05.23,19:03:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,18,23.05.23,19:11:00,Fly,Diptera,Y,,,,
1,1,Berle,Discovery,17,23.05.23,19:43:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,17,23.05.23,19:58:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,15,23.05.23,20:28:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,14,23.05.23,21:00:00,Ant,Other,N,,,,
1,1,Berle,Discovery,14,23.05.23,21:09:00,Ant,Other,N,,,,
1,1,Berle,Discovery,12,23.05.23,22:54:00,Neuroptera,Other,N,Not sure if it's on or off flower stigma,,3018-3020 (101_WSCT),
1,1,Berle,Discovery,12,23.05.23,23:27:00,Neuroptera,Other,N,,,,
1,1,Berle,Discovery,12,24.05.23,00:15:00,Other,Other,N,Coleoptera?,3099 (101_WSCT),,
1,1,Berle,Discovery,12,24.05.23,00:42:00,Neuroptera,Other,N,,,,
1,1,Berle,Discovery,12,24.05.23,00:53:00,Other,Other,N,,,,
1,1,Berle,Discovery,11,24.05.23,02:11:00,Neuroptera,Other,N,,,,
1,1,Berle,Discovery,11,24.05.23,02:56:00,Other,Other,N,Ant?,3260 (101_WSCT),,
1,1,Berle,Discovery,11,24.05.23,03:27:00,Neuroptera,Other,N,Not sure if it's on or off flower stigma,,,
1,1,Berle,Discovery,11,24.05.23,03:38:00,Neuroptera,Other,N,Not sure if it's on or off flower stigma,,,
1,1,Berle,Discovery,10,24.05.23,04:31:00,Ant,Other,Y,,,,
1,1,Berle,Discovery,10,24.05.23,04:57:00,Ant,Other,N,,,,
1,1,Berle,Discovery,11,24.05.23,05:55:00,Ant,Other,N,,,,
1,1,Berle,Discovery,12,24.05.23,06:06:00,Neuroptera,Other,N,,3450 (101_WSCT),,
1,1,Berle,Discovery,12,24.05.23,06:07:00,Neuroptera,Other,N,Same as before,3451 (101_WSCT),,
1,1,Berle,Discovery,12,24.05.23,06:09:00,Neuroptera,Other,Y,Same as before,3453 (101_WSCT),3453-3456 (101_WSCT),
1,1,Berle,Discovery,12,24.05.23,06:13:00,Neuroptera,Other,Y,Same as before,,3457-3459 (101_WSCT),
1,1,Berle,Discovery,12,24.05.23,06:17:00,Neuroptera,Other,Y,Same as before,,3461-3462 (101_WSCT),
1,1,Berle,Discovery,13,24.05.23,06:19:00,Neuroptera,Other,Y,Same as before,,,
1,1,Berle,Discovery,13,24.05.23,06:20:00,Neuroptera,Other,N,Same as before,,,
1,1,Berle,Discovery,14,24.05.23,06:31:00,Neuroptera,Other,Y,Same as before,,"3475, 3477 (101_WSCT)",
1,1,Berle,Discovery,14,24.05.23,06:34:00,Neuroptera,Other,Y,Same as before. On the same flower for a long time.,"3478, 3565, 3573,",,
1,1,Berle,Discovery,20,24.05.23,08:01:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,21,24.05.23,08:11:00,Fly,Diptera,N,,,3575-3576 (101_WSCT),
1,1,Berle,Discovery,21,24.05.23,08:13:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Discovery,21,24.05.23,08:15:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,21,24.05.23,08:21:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,21,24.05.23,08:21:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,22,24.05.23,08:33:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,22,24.05.23,08:36:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,23,24.05.23,08:43:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Discovery,25,24.05.23,08:53:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,25,24.05.23,08:54:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,25,24.05.23,08:54:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,25,24.05.23,08:58:00,Fly,Diptera,N,,,,
1,1,Berle,Discovery,25,24.05.23,08:59:00,Fly,Diptera,Y,,,,
1,1,Berle,Discovery,25,24.05.23,08:59:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,25,24.05.23,08:59:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Berle,Discovery,25,24.05.23,09:06:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,25,24.05.23,09:08:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,25,24.05.23,09:11:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,09:37:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,09:46:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,09:50:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,09:51:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,09:52:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,25,24.05.23,09:54:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,25,24.05.23,10:06:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,25,24.05.23,10:08:00,Fly,Diptera,N,,,3692-3693 (101_WSCT),
1,1,Berle,Discovery,27,24.05.23,10:31:00,Fly,Diptera,N,,,3715-3716 (101_WSCT),
1,1,Berle,Discovery,27,24.05.23,10:35:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,10:41:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,10:57:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,11:17:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,11:27:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,11:30:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,11:31:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,11:33:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,11:46:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,11:46:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,11:51:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,11:53:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,12:04:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,12:15:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,12:18:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,12:23:00,Neuroptera,Other,N,,,,
1,1,Berle,Discovery,26,24.05.23,12:26:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,12:35:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,12:39:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,25,24.05.23,12:54:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,13:10:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,13:19:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,13:23:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,13:24:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,13:27:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,13:28:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,13:30:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,28,24.05.23,13:35:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,28,24.05.23,13:43:00,Ant,Other,N,,,,
1,1,Berle,Discovery,28,24.05.23,13:43:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,28,24.05.23,13:44:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,28,24.05.23,13:45:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,28,24.05.23,13:50:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,28,24.05.23,14:02:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,14:07:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,28,24.05.23,14:12:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,28,24.05.23,14:17:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,29,24.05.23,14:18:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,29,24.05.23,14:21:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,30,24.05.23,14:23:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,30,24.05.23,14:25:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,30,24.05.23,14:34:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,29,24.05.23,14:45:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,28,24.05.23,14:50:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,28,24.05.23,15:00:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,27,24.05.23,15:06:00,Honeybee,Apis,Y,,,,
1,1,Berle,Discovery,26,24.05.23,15:55:00,Honeybee,Apis,N,,,,
1,1,Berle,Discovery,26,24.05.23,16:35:00,Honeybee,Apis,Y,,,,
